holiday_id,holiday_name,holiday_month,holiday_date,holiday_img,holiday_blurb,holiday_email,Good to Go,Needs Updating,New Holiday for Date
336,National Eat a Red Apple Day,12,1,/static/media/holiday_images/12-december/12-1-national_eat_a_red_apple_day.jpg,Celebrate the deliciousness of apples and the bounty of the autumn harvest on National Eat a Red Apple Day! Apples have been a popular food in many cultures and religions since antiquity. Enjoy some tart and juicy red apples on National Eat a Red Apple Day and appreciate the contribution of this healthy fruit to your diet and wellbeing!,"National Eat a Red Apple Day is an annual day celebrating the health benefits of the delicious red apple. Enjoy the natural sweetness and delight of the crisp, juicy apple as it helps reduce cholesterol, increase heart health, and boost your immunity!",,,
338,Make a Gift Day,12,3,/static/media/holiday_images/12-december/12-3-make_a_gift_day.jpg,"Make a Gift Day is a special day to share with those in need. It encourages individuals, organizations and groups to make homemade gifts or donate money or items to those who don't have the means to provide for themselves. The tradition started over 20 years ago and has since been embraced by people throughout the world. Show someone you care by participating in Make a Gift Day!","Make a Gift Day celebrates the joy of giving! It's a chance to share something special with those we love, to remind them how much they are appreciated, and to put a smile on their face. Join us in making the world a more generous place, and celebrate Make a Gift Day! #MAKEGIFTDAY",,,
341,National Microwave Oven Day,12,6,/static/media/holiday_images/12-december/12-6-national_microwave_oven_day.jpg,"National Microwave Oven Day celebrates the invention of the microwave oven. Released in 1967, this revolutionary kitchen appliance changed the way we cook. Celebrate this day with a meal cooked in the the microwave— just be sure to heat it up for no longer than a minute or two!","National Microwave Oven Day celebrates the invention of the microwave oven. It is celebrated annually, and is a reminder of the time-saving convenience that the microwave provides! Microwave ovens are capable of reheating, defrosting, and cooking meals in record time!",,,
345,International Animal Rights Day,12,10,/static/media/holiday_images/12-december/12-10-international_animal_rights_day.jpg,"International Animal Rights Day is a global event held annually to celebrate, recognize, and protect the rights of animals around the world. It has been celebrated since 2002, with the aim of raising awareness of the often-unmentioned mistreatment of animals, and the need for their rights to be respected.",International Animal Rights Day is an annual event held to raise awareness of animal rights and suffering. It is celebrated around the world to remember past and present animals that have experienced injustice and to remind us all that humans have a responsibility to treat other species with respect.,,,
350,National Cat Herders Day,12,15,/static/media/holiday_images/12-december/12-15-national_cat_herders_day.jpg,"National Cat Herders Day recognizes the hard work of all those (human or feline) in the creative and challenging profession of feline herding. With roots tracing back to a series of humorous advertisements in the 1970s, the day is an opportunity to recognize the unique skills and dedication required of ""cat herders"" all over the world.","National Cat Herders Day is today! It is a day to recognize individuals and organizations who work hard to find homes for cats in need. Whether fostering, sheltering, rescuing or TNRing, this day celebrates the hardworking people who take on the responsibility of caring for, and getting cats adopted into their forever homes. #CatHerdersDay",,,
347,Gingerbread House Day,12,12,/static/media/holiday_images/12-december/12-12-gingerbread_house_day.jpg,"Gingerbread House Day celebrates the whimsical and beloved tradition of creating and decorating edible houses. Dating back to 16th century Germany, when gingerbread houses became popular with folk tales of Hansel and Gretel, this sweet holiday encourages creativity and delight. Bake, decorate, and share the love!","Gingerbread House Day is the perfect day to get creative with the whole family and make a memorable edible masterpiece. This holiday encourages everyone to gather, roll up their sleeves and make a yummy and sweet dream house, complete with icing and candy decorations. Celebrate the day of joy and festivities while creating a unique work of art!",,,
356,Crossword Puzzle Day,12,21,/static/media/holiday_images/12-december/12-21-crossword_puzzle_day.jpg,Celebrate Crossword Puzzle Day on December 21! This holiday commemorates Arthur Wynne's first published crossword in the New York World in 1913. Challenge yourself and others to test their wits and have fun in the process!,"Crossword Puzzle Day is a day to celebrate the beloved pastime of solving word puzzles! Whether you're a novice puzzler or a crossword pro, spend the day challenging your wits and vocabulary to fill in some of the world's best word puzzles. Celebrate by pitting yourself against your friends and family, and revel in the satisfaction of triumphantly finishing that last clue!",,,
359,National Eggnog Day,12,24,/static/media/holiday_images/12-december/12-24-national_eggnog_day.jpg,"National Eggnog Day celebrates one of the most beloved holiday beverages: eggnog. Originating in medieval Britain, it eventually made its way to the United States and is now enjoyed around the world. From spiced to baileys-infused, celebrate this holiday classic with friends and family.","Celebrate National Eggnog Day today! From classic creamy eggnog to a spectrum of delicious flavors, this holiday beverage is sure to make any celebration special. Enjoy eggnog as a dessert or festive latte, or simply curl up with a mug of eggnog and savor its traditional holiday cheer.",,,
363,Call a Friend Day,12,28,/static/media/holiday_images/12-december/12-28-call_a_friend_day.jpg,"Call a Friend Day is a day dedicated to reconnecting with old friends and socializing. It encourages people to reach out and have meaningful conversations. It was started in 2008 and is celebrated annually. On this day, people reach out to old friends and loved ones to remind them how much they care.",Call a Friend Day is the perfect occasion to express your love and appreciation for those special people in your life. Pick up the phone and tell them how much they mean to you. Hearing your voice and kind words will make their day—and your own! Celebrate the power of friendship and make someone smile today.,,,
275,Balloons Around the World Day,10,1,/static/media/holiday_images/10-october/10-1-balloons_around_the_world_day.jpg,"Balloons Around the World Day is an annual event, created in 2011. It reminds us to take the time to appreciate the joy, whimsical beauty, and possibilities that balloons bring to our lives. This holiday is a chance to send a balloon into the sky with a wish, draw a special wish in the sky, or honor someone important in our life.","Balloons Around the World Day is a day of celebration! It is a perfect time to reunite with friends and family to share stories, laugh and decorate the sky with a multitude of colors. Who knew a bunch of helium-filled balloons could bring such joy? Join us in commemorating the sky with rainbows!",,,
278,National Taco Day,10,4,/static/media/holiday_images/10-october/10-4-national_taco_day.jpg,"Celebrate National Taco Day on October 4th and enjoy the tasty combination of meat, veggies, cheese, and spices wrapped in a warm tortilla. Started by National Taco Day founder, Juan Coulson, this holiday has been celebrated since 2009 to appreciate the tasty Mexican delicacy. Enjoy tacos that day without any guilt!","National Taco Day celebrates the deliciousness of tacos every year. Celebrate with your favorite tacos - from tacos al pastor and carne asada loaded with toppings, to the classic hard taco shell houses of ground beef and smothered in cheese. Whatever your taco preference, it's time to join the fiesta and grab a taco!",,,
365,National Bicarbonate of Soda Day,12,30,/static/media/holiday_images/12-december/12-30-national_bicarbonate_of_soda_day.jpg,"National Bicarbonate of Soda Day celebrates one of America's oldest and most versatile products. Used in baking, cleaning, scratch removers, and many other applications, bicarbonate of soda is a natural, non-toxic staple found in many households. Each year the world celebrates this useful, time-honored product.","National Bicarbonate of Soda Day celebrates the many uses of this all-purpose ingredient! From cooking and baking to cleaning, deodorizing, and even medicinal applications, bicarbonate of soda can be a true powerhouse in the kitchen and home. Let's all take the time to recognize its amazing versatility!",,,
284,National Hug a Drummer Day,10,10,/static/media/holiday_images/10-october/10-10-national_hug_a_drummer_day.jpg,National Hug a Drummer Day is an informal holiday celebrated every year. The day acknowledges the hard work of drummers and their unique contributions to all types of music. It was first celebrated in 2001 to honor the influence of drummers and their art form. Celebrate the day by giving a drummer in your life a big hug!,"National Hug a Drummer Day is celebrated every year to show love and appreciation for drummers of all kinds! Each year, drummers around the world get a special hug from their musical peers and fans. Join in the fun and let everyone know just how much you appreciate the hard work our drummers put in!",,,
287,National No Bra Day,10,13,/static/media/holiday_images/10-october/10-13-national_no_bra_day.jpg,"National No Bra Day is an annual event celebrated every year to encourage women to go braless in an effort to raise awareness about breast cancer and its causes. Women are encouraged to join in this event to show solidarity and spread the message that the body should be celebrated, despite the risks of breast cancer. The exact origin of the holiday is unknown, but modern celebrations have been held since the early 2000s.",National No Bra Day is an annual day designed to promote breast health and to remind women (and men!) to perform breast health exams. This day is a reminder to women all over the world that wearing a bra is not mandatory and having an understanding of breast health is essential. Celebrate National No Bra Day by checking for lumps and taking steps to remain breast healthy.,,,
291,National Clean Your Virtual Desktop Day,10,17,/static/media/holiday_images/10-october/10-17-national_clean_your_virtual_desktop_day.jpg,"National Clean Your Virtual Desktop Day is an annual event encouraging individuals, businesses, and educational institutions to take time to tidy up their digital workspaces. It's held on the third Monday in October to promote healthier working habits & increase productivity. This awareness day was founded in 2017 by IT professionals who understand the importance of decluttering.","National Clean Your Virtual Desktop Day encourages tech-savvy individuals to take time and organize their digital workspace. It’s a day to refresh your desktop, delete unused files, rearrange your folders and create backups of important files. A clean and organized digital environment is essential for productivity, so take the time to make it just right.",,,
293,National Make New Friends Day,10,19,/static/media/holiday_images/10-october/10-19-national_make_new_friends_day.jpg,"National Make New Friends Day is celebrated annually. It is a day to welcome new people into your life, connect with those you haven't seen in a while, or just learn about individuals from different backgrounds. The day has been celebrated as a part of the National Friendship Day events since 2011.","National Make New Friends Day is a day to celebrate relationships and break out of the daily routine to meet someone new! Taking the time to reach out to someone unfamiliar and develop a bond can be a rewarding experience, and this special day encourages us to take the initiative and crave connection with others. Celebrate by striking up a conversation with someone new today!",,,
296,Smart is Cool Day,10,22,/static/media/holiday_images/10-october/10-22-smart_is_cool_day.jpg,"Smart is Cool Day celebrates the joy of learning! It was founded in 2013 by a group of educators and parents who wanted to encourage students to have fun while learning. Every year, students and families around the world join together in celebrating the power of knowledge. They share stories of success, mark their accomplishments, and recognize the importance of education.","Smart is Cool Day is an annual event that celebrates the power of intellect. It reminds us that intelligence is something to be proud of, and encourages us to share our gifts with those around us. From educational activities to inspiring stories, Smart is Cool Day is a great reminder that brains can be cool!",,,
172,Ugliest Dog Day,6,20,/static/media/holiday_images/6-june/6-20-ugliest_dog_day.jpg,"Ugliest Dog Day celebrates the unique beauty of all dogs, from purebreds to mix breeds alike. On this day, dog owners around the world can show off their pooches in all their ""ugly"" glory. The holiday started in 2004 when the Sonoma-Marin Fair in Petaluma, California hosted an ugly dog contest, and the participation and enthusiasm it generated has made it a beloved annual tradition ever since.","Ugliest Dog Day celebrates the world's fugliest furry friends. Every year, the ugliest pup is crowned the winner! It's a humorous event that reminds us all that beauty is in the eye of the beholder. Who's the ugliest of them all?",,,
301,Bandana Day,10,27,/static/media/holiday_images/10-october/10-27-bandana_day.jpg,"Celebrate your individualism with Bandana Day! This worldwide holiday is a great opportunity to show off your style! The story of Bandana Day goes back to the 19th century, when bandanas were used as a symbol of unity by oppressed workers in their fight for justice and recognition. Today, we commemorate this important part of history by wearing the iconic symbol of freedom as a sign of solidarity.","Bandana Day is an annual event celebrated around the world! On this day, people wear bandanas to show their support for a cause close to their heart, or to honor those important to them. It is also a chance for everyone to come together and feel united in a shared passion.",,,
304,National Checklist Day,10,30,/static/media/holiday_images/10-october/10-30-national_checklist_day.jpg,"National Checklist Day celebrates the power of organization. On this day, we take time to remind ourselves to prioritize the task at hand. Established in 2019, National Checklist Day encourages individuals to use lists to stay efficient and productive throughout their daily tasks. Everyone can benefit from organization!","National Checklist Day celebrates the importance of lists and checklists in day-to-day life. It's a day to make sure our lives are running smoothly and free from stress. Checklists help us stay organized and stay on track, so celebrate National Checklist Day every year and make sure you have all your ducks in a row!",,,
64,National Snack Day,3,4,/static/media/holiday_images/3-march/3-4-national_snack_day.jpg,"National Snack Day is an annual celebration of everyday indulgence. Celebrated each year, Food Lion became the official sponsor of the event in 2015. National Snack Day celebrates the small and satisfying snacks we reach for in between meals.","Happy National Snack Day! Celebrate with your favorite treats! Whether it’s picked from the pantry or delivered with door dash, enjoy taking a break from routine to indulge in a delicious snack. Everyone has their go-to favorite, so join in on the fun today and treat yourself to a guilt-free snack time.",,,
66,National Frozen Food Day,3,6,/static/media/holiday_images/3-march/3-6-national_frozen_food_day.jpg,"National Frozen Food Day honors the invention of the frozen food industry. The first commercially produced frozen meals arrived in 1930, making meals much easier to store and prepare. Today, frozen foods can be found in many grocery stores, allowing for quick and tasty meals. Celebrate with a frozen meal of your choice!","National Frozen Food Day is a special day to celebrate all our favorite frozen treats! From pizzas to ice cream, let's thank the delicious frozen foods that make life and meals easier. Grab your favorite, throw it in the oven, and celebrate National Frozen Food Day!",,,
69,National Crabmeat Day,3,9,/static/media/holiday_images/3-march/3-9-national_crabmeat_day.jpg,Celebrate National Crabmeat Day! Enjoy a variety of dishes featuring crabmeat from delicious bisques to crabcakes. This special day has been celebrated since the 1940s in the Chesapeake Bay area and is recognized as a day to enjoy the incredibly flavorful and nutritious seafood.,"National Crabmeat Day celebrates the beloved shellfish with its sweet, delicate flavour! Today is an opportunity to indulge in all delicious crab dishes that can be found globally. From summer backyard barbecues to waterfront seafood buffets, it's the perfect excuse to savor the succulent taste of crab.",,,
73,Earmuff Day,3,13,/static/media/holiday_images/3-march/3-13-earmuff_day.jpg,"Earmuff Day is a fun and unique holiday to celebrate the invention of the modern-day earmuff! This holiday was first observed in 1873, when American physician Chester Greenwood patented the earmuff and millions of people around the world adopted them for wintertime warmth. Celebrate by donning your favorite set of earmuffs and enjoying the warmth they provide!","Earmuff Day is an annual celebration of winter fashion and fun! On this cozy day, wear your favorite (or the most ridiculous) pair of earmuffs and go out and enjoy the snow. Have a snowball fight, go sledding, or just look cute in all your earmuff glory!",,,
79,Certified Nurses Day,3,19,/static/media/holiday_images/3-march/3-19-certified_nurses_day.jpg,"Certified Nurses Day (CND) was established in 1972 to recognize the hard work of certified nurses. Every year, certified nurses are recognized and celebrated for their dedication to excellence, ethics, and continuing education. CND is the perfect time to celebrate the vital role certified nurses have in healthcare.","Certified Nurses Day is celebrated annually to recognize the invaluable contributions of nurses to healthcare. Its purpose is to gain acknowledgment and respect for the profession of nursing, as well as to honor the dedication and commitment of the world’s certified nurses.",,,
82,International Day of the Seal,3,22,/static/media/holiday_images/3-march/3-22-international_day_of_the_seal.jpg,"International Day of the Seal is celebrated annually with the aim of raising awareness of the importance of the conservation of seals and their habitats. It has its origins in the 1983 International Seal Conference which was held in Denmark and resulted in the CITES Seal Agreement, a legal agreement to protect the seals from hunting and exploitation.","International Day of the Seal celebrates seals all over the world for their unique place in the environment. It is an opportunity to raise awareness about seals and the threats they face, and to focus on conservation efforts to protect seals and their habitats.",,,
86,Purple Day,3,26,/static/media/holiday_images/3-march/3-26-purple_day.jpg,"Purple Day is an international grassroots effort to raise awareness and support for epilepsy. Founded in 2008 by a Canadian girl named Cassidy Megan, it occurs every year to celebrate the strides made in epilepsy research and advocacy. It's a day for everyone to unite and celebrate the fight against epilepsy! #PurpleDay","Purple Day is a worldwide annual event that aims to promote epilepsy awareness, advocacy and education. It was started by a young Canadian girl in 2008 and has since grown into an international awareness day to help de-stigmatize epilepsy and show support to those living with the condition.",,,
89,Manatee Appreciation Day,3,29,/static/media/holiday_images/3-march/3-29-manatee_appreciation_day.jpg,"Manatee Appreciation Day takes place annually to recognize the gentle giants of the sea. It was first established in 1995 and includes research campaigns, conservation initiatives and community events. Manatees play a crucial role in the ocean's delicate ecosystem, so let's honor them by participating in activities that help raise awareness.","Manatee Appreciation Day is a day to celebrate these incredible animals. On this day, we recognize manatees and their key role in the environment. We also raise awareness of the need to protect them from threats like pollution and habitat destruction. Let’s come together to show our love and appreciation for manatees.",,,
215,National Coloring Book Day,8,2,/static/media/holiday_images/8-august/8-2-national_coloring_book_day.jpg,"National Coloring Book Day is a day dedicated to celebrating the joy and creativity derived from coloring! The holiday originated in Canada in the early 2000s, and has since been embraced by countries around the world. Grab some crayons and join in the fun!",National Coloring Book Day is a fun day for all ages! Celebrate by enjoying a day of creative fun and relaxation. Spend quality time with your family and friends by sitting down together and letting your imaginations run wild! Make original creations and explore your inner artist.,,,
219,National Root Beer Float Day,8,6,/static/media/holiday_images/8-august/8-6-national_root_beer_float_day.jpg,"National Root Beer Float Day takes place annually and celebrates the classic summertime treat. It honors the invention of the root beer float by Frank J. Wisner in 1893. Wisner, an Ohio drug store owner, combined root beer with vanilla ice cream served in a mug, giving birth to this beloved summertime drink!","National Root Beer Float Day celebrates the classic summer treat of root beer and ice cream. This classic combination has been a favorite for over a century. Celebrate this day by gathering a group of friends, grabbing some root beer and vanilla ice cream, and making your own root beer float. Enjoy National Root Beer Float Day this summer!",,,
224,National Play in the Sand Day,8,11,/static/media/holiday_images/8-august/8-11-national_play_in_the_sand_day.jpg,"National Play in the Sand Day is a day to leave the worries behind, don a sunhat, and head to the shore! It celebrates the relaxation and creativity of playing in the sand, a beloved summer tradition for kids of all ages. This 1988-established holiday recognizes humanity's long-standing fascination with sand and is an occasion for friends and family to come together and have a day of sun and fun.","National Play in the Sand Day is a special day to get outside and appreciate the awesomeness of sand. Build sandcastles, have a beach picnic, and find seashells. Let the fun of this beloved children's activity create memories that will last a lifetime!",,,
227,National Financial Awareness Day,8,14,/static/media/holiday_images/8-august/8-14-national_financial_awareness_day.jpg,"National Financial Awareness Day is a day dedicated to raising awareness about the importance of financial literacy, security and responsibility. It encourages people to take charge of their finances, learn about budgeting and investing, and develop tools to make sound financial decisions. First celebrated in 2020, the day has been embraced by businesses, organizations, and individuals as a way to celebrate finance and personal wealth.","National Financial Awareness Day is an opportunity to focus on building healthy financial habits. It is the perfect time to review your finances, create a budget, and learn how to best manage your money. Take this day to make sure you are on the path to a secure financial future.",,,
230,National Black Cat Appreciation Day,8,17,/static/media/holiday_images/8-august/8-17-national_black_cat_appreciation_day.jpg,Celebrate your feline friends on National Black Cat Appreciation Day - a day devoted to recognizing and admiring the beauty and independence of black cats. This day was created in the United States in the 1990s to help reverse the superstitious stigma associated with these cats. Take some time to cuddle with your ebony furry friend or volunteer at your local animal shelter to help a lonely black kitty find its forever home.,"National Black Cat Appreciation Day celebrates the beauty and resilience of black cats. Held each year, today is a time to recognize the unique characteristics of black cats, as well as the stigma and superstitions sometimes unfairly associated with them. It's a day to honor and appreciate the loving creatures worthy of a forever home.",,,
233,National Bacon Lover's Day,8,20,/static/media/holiday_images/8-august/8-20-national_bacon_lovers_day.jpg,"Celebrate your undying love for bacon! National Bacon Lover's Day celebrates a crispy, salty, flavor-filled favorite food. Dating back to the 18th century, the piggy treat has been a food mainstay and has continued to dominate modern palates. Celebrate this beloved national holiday by cooking up a favorite bacon dish.","National Bacon Lover's Day is an annual special day to celebrate and enjoy the savory, smoky goodness of the world's favorite cured meat. Celebrate with bacon-inspired dishes, snacks, and recipes to make bacon lovers everywhere very, very happy.",,,
237,International Strange Music Day,8,24,/static/media/holiday_images/8-august/8-24-international_strange_music_day.jpg,"International Strange Music Day (ISMDay) celebrates the power of imaginative and unique sounds in music. From the ancient to the avant-garde, musicians explore the boundaries of what sound can be and how we express ourselves with music. Established in 2015, ISMDay encourages people to explore different sounds, challenge conventions and to experience music in new ways.","International Strange Music Day is an annual event celebrating innovative, experimental, and unconventional musical forms. On this day, music fans get together to celebrate music from all genres that explore the strange and wonderful sounds of the world. To join in the festivities, make sure to check out some strange music and find a unique way to celebrate.",,,
239,Make Your Own Luck Day,8,26,/static/media/holiday_images/8-august/8-26-make_your_own_luck_day.jpg,"Make Your Own Luck Day encourages you to take control of your destiny. Celebrated annually, the day inspires you to be bold and proactive to shape your own fate. Based on the ancient Chinese proverb that states ""the best way to make your own luck is to be active and wise,"" the day honors success achieved through hard work and a positive attitude.","Make Your Own Luck Day is a day to celebrate the power of self-determination and taking initiative. On this day, we seize opportunities and create our own luck by working hard and believing in ourselves. Make Your Own Luck Day encourages us to be proactive in reaching our goals and ambitions.",,,
154,National Donut Day,6,2,/static/media/holiday_images/6-june/6-2-national_donut_day.jpg,"National Donut Day has its roots in WWI, when Salvation Army ""donut lassies"" served donuts to troops. Now, it's a celebration of the delicious, sugary treat we all know and love. Celebrate National Donut Day by treating yourself to the donut you've been craving!","National Donut Day is a special day dedicated to the classic pastry treat! Get ready to enjoy your favourite donuts and indulge in a little sweetness. Whether you enjoy a classic glazed, a jelly-filled delight, or even a vegan option - Today is your excuse to indulge.",,,
156,National Cheese Day,6,4,/static/media/holiday_images/6-june/6-4-national_cheese_day.jpg,Celebrate cheesy deliciousness on National Cheese Day! It's an annual event to honor the dairy product and commemorate the invention of American cheese in 1916. Enjoy it with your favorite crackers or melted on top of your favorite dishes!,"National Cheese Day is an annual celebration of all the delicious things cheese has to offer. Held on June 4th, people get to enjoy all kinds of cheese-related treats, from gourmet cheese platters to cheesy dishes like mac and cheese. No matter what your favorite type or flavor of cheese is, there's something for everyone to celebrate National Cheese Day!",,,
159,National Running Day,6,7,/static/media/holiday_images/6-june/6-7-national_running_day.jpg,"National Running Day is an annual event held on the first Wednesday of June, celebrating the joys of running. It is a day to spread awareness of the sport, reflect on how running makes a difference in the lives of those who participate, and encourage others to get out and take part. The holiday was first celebrated in 2009, promoted by the non-profit Run.org and publicised by the Road Runners Club of America.","National Running Day is an annual event designed to celebrate the sport of running and encourage people of all ages and abilities to lace up their sneakers and get moving. Whether you're a seasoned marathoner or just starting to enjoy running, National Running Day is the perfect day to embrace the joy of running. #NationalRunningDay",,,
163,National Corn on the Cob Day,6,11,/static/media/holiday_images/6-june/6-11-national_corn_on_the_cob_day.jpg,"National Corn on the Cob Day is a day to celebrate the traditional summertime treat! It is celebrated annually and can be enjoyed boiled, grilled, or barbecued. The origin of National Corn on the Cob Day is unknown; however, it has been a part of summer celebrations since colonial times. Enjoy some corn on the cob and celebrate this special day!","National Corn on the Cob Day is an annual celebration of everyone's favorite summertime treat. This day is all about savoring the flavor of the sweet, juicy kernels and celebrating the warm days of summer. So grab your bib, butter, and salt – and let's all indulge in a delicious corn fest!",,,
165,National Sewing Machine Day,6,13,/static/media/holiday_images/6-june/6-13-national_sewing_machine_day.jpg,Celebrate National Sewing Machine Day! It's a day to honor the invention of the first usable sewing machine by Elias Howe in 1846 which revolutionized the world of fashion and revolutionized the industry. Enjoy spending time with friends and family celebrating the amazing world of sewing and quilting!,"Celebrate National Sewing Machine Day! This day honors all types of sewing machines, from manual machines to modern electronic models, and the people who create stunning works of art with them. Let's all get together to recognize the importance of this traditional craft!",,,
168,Fresh Veggies Day,6,16,/static/media/holiday_images/6-june/6-16-fresh_veggies_day.jpg,"Fresh Veggies Day originated as an easy way for communities to come together and celebrate healthy produce with farmers markets, cooking demos, and creative recipes. It is an opportunity to make preparing meals with fresh, locally grown veggies both fun and accessible.","Fresh Veggies Day is your chance to enjoy delicious, locally-sourced vegetables—straight from the farm! Get ready to enjoy an abundance of fresh produce, from exotic fruits to traditional root vegetables. Whether it’s for a meal or a snack, your meal options just got brighter. So come join us and relish in an incredible selection of fresh goodies, perfect for the season!",,,
125,International Respect for Chickens Day,5,4,/static/media/holiday_images/5-may/5-4-international_respect_for_chickens_day.jpg,"International Respect for Chickens Day is an annual celebration of chickens and an opportunity to highlight the tremendous contributions they make to our environment and our lives. It was first initiated in 2005 by United Poultry Concerns, an organization dedicated to the protection of chickens and other domestic fowl. This day celebrates compassionate and responsible treatment of chickens while raising awareness of why chickens deserve our respect.","International Respect for Chickens Day is an annual event to celebrate the joy, compassion, and respect that chickens bring to our lives. This special day encourages everyone to recognize chickens for their intelligence, emotions, and beauty, and to do their part in creating a more humane and respectful world for them.",,,
138,National Cherry Cobbler Day,5,17,/static/media/holiday_images/5-may/5-17-national_cherry_cobbler_day.jpg,"This delicious holiday recognizes the sweet summer dessert, which is believed to have originated in the 18th century with the combination of tart cherries and sweet crumbly topping. Enjoy a bowl or plate of cherry cobbler on this scrumptious day!","National Cherry Cobbler Day celebrates the sweet and tart flavor of our favorite fruit-filled treat. Everyone loves a delicious, sweet cherry cobbler with its perfectly cooked fruit and golden, crunchy crust. Today, be sure to indulge in a slice of cherry cobbler for a delicious and special treat.",,,
251,Neither Snow nor Rain Day,9,7,/static/media/holiday_images/9-september/9-7-neither_snow_nor_rain_day.jpg,"Neither Snow nor Rain Day celebrates the dedicated work of postal workers. It is celebrated annually on August 4 to honor the Post Office’s motto, derived from the Greek historian Herodotus: “Neither snow nor rain nor heat nor gloom of night stays these couriers from the swift completion of their appointed rounds.” Postal workers have consistently delivered mail throughout U.S. history, and this day is a fitting tribute to their hard work and dedication.","Neither Snow nor Rain Day is an unofficial holiday celebrated annually on this day in honor of the legendary commitment of the United States Postal Service. This day commemorates the dedication of postal workers and their relentless drive to deliver mail, no matter the weather or circumstance.",,,
272,National Good Neighbor Day,9,28,/static/media/holiday_images/9-september/9-28-national_good_neighbor_day.jpg,"National Good Neighbor Day is an annual celebration honoring the importance of being a good neighbor. People are encouraged to perform selfless acts of kindness such as mowing a lawn or offering a helping hand. It is celebrated every September 28th and was founded in the 1970s by Becky Mattson of Lakeside, Montana.","National Good Neighbor Day is celebrated on this day each year and seeks to promote active, friendly, neighborly relationships. It's a chance to show gratitude for the people who have enriched our lives and to reach out to those who may be in need. Let's come together and make National Good Neighbor Day count!",,,
200,World Listening Day,7,18,/static/media/holiday_images/7-july/7-18-world_listening_day.jpg,"World Listening Day is an annual event celebrated on July 18th to bring awareness to the power of listening. This day began in 2009 as a way to honor the late soundscape ecologist and artist, Gordon Hempton. It is celebrated by sound walks, field recordings, and sound art activities, all inspired by a shared appreciation for the acoustic environment.","World Listening Day is an annual holiday for celebrating and engaging with the sonic environment of our diverse world. It encourages people to recognize and explore the unique sounds of their local areas, and go beyond the sounds they hear every day to create meaningful experiences.",,,
178,Forgiveness Day,6,26,/static/media/holiday_images/6-june/6-26-forgiveness_day.jpg,Forgiveness Day is an international holiday which celebrates the power of forgiveness. It encourages all people to seek reconciliation with those they may have wronged or been wronged by. It is celebrated every year since 2012.,"Forgiveness Day is an annual celebration that encourages people to forgive others and to apologize for wrongdoings. It provides an opportunity to reconcile past hurts and release negative emotions in order to move forward without blame or guilt. Celebrating Forgiveness Day provides a chance to heal relationships and start living healthier, happier lives.",,,
181,National Handshake Day,6,29,/static/media/holiday_images/6-june/6-29-national_handshake_day.jpg,"Celebrate National Handshake Day! This special day honors one of the oldest forms of greeting and encourages people to show respect and appreciation for each other. It was first established in the US in 1986 and has since been adopted by organizations and governments around the world. Show your appreciation and respect to your family, friends, and the community with a simple handshake!","National Handshake Day is celebrated annually on this day. It celebrates the importance of human connection and the power of a handshake. This day serves as an opportunity to recognize the significance of trust, respect, and goodwill that comes with a handshake. Celebrate National Handshake Day and make your mark in the world with a simple, meaningful gesture!",,,
44,Get a Different Name Day,2,13,/static/media/holiday_images/2-february/2-13-get_a_different_name_day.jpg,Get a Different Name Day is an annual event that encourages people to change their name to something new. It's a chance to celebrate imagination and freedom of identity. The holiday began in California in 2004 and has since gained global recognition. Its goal is to inspire individuals to express their creativity and gain a newfound appreciation of their name.,Celebrate the original you by participating in Get a Different Name day. Take the opportunity to mix it up and try out a new name for the day - give yourself a makeover and boost your confidence! It's a great way to shake off the daily grind and have some fun. Try it - you won't be disappointed!,,,
60,Surf and Turf Day,2,29,/static/media/holiday_images/2-february/2-29-surf_and_turf_day.jpg,"Surf & Turf Day is an annual celebration of the beach, the ocean, and seafood. It is marked with events such as beach clean-ups, food festivals, and art installations. Originating from the Pacific Coast of California in the early 2000s, Surf & Turf day has become a global celebration of the ocean and its creatures.",Surf and Turf Day is the perfect way to enjoy the best of the sea and land. Enjoy a feast of succulent seafood and juicy steak paired with sides to make the perfect meal. Let the ocean and the land be your guide for a memorable meal that everyone will love!,,,
18,National Gourmet Coffee Day,1,18,/static/media/holiday_images/1-january/1-18-national_gourmet_coffee_day.jpg,"Celebrate National Gourmet Coffee Day every year with a cup of your favorite java! This holiday highlights the appreciation of deliciously smooth, flavorful coffees. The tradition dates back to the early 19th century when new ways of roasting and blending beans started to emerge around the world. Celebrate with your favorite mug and a brew that's sure to please.","Celebrate the perfect cup of joe on National Gourmet Coffee Day! Whether you make your favorite blend at home or enjoy a special brew from your local barista, savor the great taste and aroma of gourmet coffee. Toast the occasion with a delicious latte or go classic with a simple cup of black.",,,
311,National Saxophone Day,11,6,/static/media/holiday_images/11-november/11-6-national_saxaphone_day.jpg,"National Saxophone Day celebrates the iconic instrument and its versatility, with performances of jazz, rock, blues, and classical music around the world. Since it was established in 1989, the day has become a celebration of the remarkable achievements of saxophonists throughout history.","National Saxophone Day celebrates this iconic instrument today! Invented in the early 1840s by Adolphe Sax, the saxophone is an essential part of contemporary music, used in jazz, blues and pop genres. This day is a chance to listen to and appreciate all the incredible saxophone players out there!",,,
